,dr_close,local_close,fx_close,dr_equiv,local_equiv,premium_pct
2021-07-19,62.299896240234375,486.25732421875,7.7679901123046875,483.9449779917486,486.25732421875,-0.47553961901068975
2021-07-20,62.19305419921875,480.0629577636719,7.770699977874756,483.28356488983263,480.0629577636719,0.6708718250546974
2021-07-21,62.228660583496094,476.0809020996094,7.772299766540527,483.6598041252364,476.0809020996094,1.5919357386953825
2021-07-22,62.00605773925781,481.39031982421875,7.772659778594971,481.9519910191666,481.39031982421875,0.11667687774714608
2021-07-23,59.55752182006836,469.8865051269531,7.770899772644043,462.81553277081184,469.8865051269531,-1.5048255863893911
2021-07-26,53.58306884765625,433.6052551269531,7.768970012664795,416.28525506399455,433.6052551269531,-3.994416547808566
2021-07-27,52.443389892578125,394.6692810058594,7.778800010681152,407.94664185654256,394.6692810058594,3.36417387663015
2021-07-28,54.96316146850586,395.7311706542969,7.782509803771973,427.7513429749488,395.7311706542969,8.091395041666827
2021-07-29,55.176849365234375,435.37506103515625,7.7804999351501465,429.30347290799546,435.37506103515625,-1.39456497869328
2021-07-30,54.491249084472656,423.8712463378906,7.770040035247803,423.3991869570127,423.8712463378906,-0.11136857830210678
2021-08-02,54.59809875488281,420.3316345214844,7.77209997177124,424.3418817915881,420.3316345214844,0.9540674412167549
2021-08-03,50.600303649902344,394.6692810058594,7.773749828338623,393.35410181231055,394.6692810058594,-0.3332357639279526
2021-08-04,52.65707778930664,404.226318359375,7.777100086212158,409.519364214897,404.226318359375,1.3094263325071909
2021-08-05,51.10781478881836,388.47491455078125,7.77554988861084,397.39136358834,388.47491455078125,2.2952444813249873
2021-08-06,51.38383483886719,401.3945617675781,7.776370048522949,399.57971421921684,401.3945617675781,-0.4521355596771026
2021-08-09,53.91250991821289,408.473876953125,7.780200004577637,419.4501099124718,408.473876953125,2.687132171393758
2021-08-10,55.105621337890625,430.2425842285156,7.783100128173828,428.89256849803496,430.2425842285156,-0.3137801277624419
2021-08-11,55.48848342895508,428.29583740234375,7.780900001525879,431.7503407970253,428.29583740234375,0.8065694534024503
2021-08-12,54.33989334106445,426.5260009765625,7.778369903564453,422.6757909270382,426.5260009765625,-0.9026905840931132
2021-08-13,53.627586364746094,416.0840759277344,7.781660079956055,417.3116479989403,416.0840759277344,0.2950298130176776
2021-08-16,51.214664459228516,401.5715637207031,7.782199859619141,398.56275456504954,401.5715637207031,-0.7492585201441804
2021-08-17,49.104461669921875,384.935302734375,7.78400993347168,382.2296174164512,384.935302734375,-0.7028935248869161
2021-08-18,50.92974090576172,385.9971923828125,7.791800022125244,396.8343563163471,385.9971923828125,2.80757584443434
2021-08-19,47.849021911621094,372.7235412597656,7.787899971008301,372.64339635828946,372.7235412597656,-0.021502505907000646
2021-08-20,49.914710998535156,376.4401550292969,7.789599895477295,388.81562757696884,376.4401550292969,3.2875006511217775
2021-08-23,50.87631607055664,383.8734130859375,7.790709972381592,396.36262296892346,383.8734130859375,3.253470924851465
2021-08-24,55.702178955078125,417.6769104003906,7.791600227355957,434.0091102106089,417.6769104003906,3.9102472278302436
2021-08-25,54.215240478515625,419.9776306152344,7.787799835205078,422.21744086418767,419.9776306152344,0.5333165591872469
2021-08-26,53.38719177246094,417.4999694824219,7.7835001945495605,415.5392175474044,417.4999694824219,-0.46964121636901
2021-08-27,52.496803283691406,412.721435546875,7.787179946899414,408.80205380708503,412.721435546875,-0.9496433677103844
2021-08-30,51.918060302734375,412.19049072265625,7.787399768829346,404.3066907995817,412.19049072265625,-1.9126593408917758
2021-08-31,54.90082931518555,425.81805419921875,7.787089824676514,427.5176893265834,425.81805419921875,0.39914585833167315
2021-09-01,57.48293685913086,432.18939208984375,7.777900218963623,447.09654718330603,432.18939208984375,3.449218182190683
2021-09-02,56.423377990722656,438.9147033691406,7.776700019836426,438.78768473969103,438.9147033691406,-0.028939251402282373
2021-09-03,56.1918830871582,431.8354187011719,7.771200180053711,436.6783719644809,431.8354187011719,1.1214812527131635
2021-09-06,56.1918830871582,446.87890625,7.770899772644043,436.6614915064383,446.87890625,-2.286394502103817
2021-09-07,59.735591888427734,456.1704406738281,7.77370023727417,464.36658483678366,456.1704406738281,1.7967284664145877
2021-09-08,57.9726448059082,464.13458251953125,7.774479866027832,450.7071598239163,464.13458251953125,-2.893001987209154
2021-09-09,56.325439453125,424.7561950683594,7.775489807128906,437.9578803498298,424.7561950683594,3.108061856365807
2021-09-10,55.53300094604492,433.6052551269531,7.777239799499512,431.8934651432246,433.6052551269531,-0.39478072820573473
2021-09-13,54.696048736572266,422.9863586425781,7.777910232543945,425.42095714790776,422.9863586425781,0.5755737639252967
2021-09-14,53.369384765625,418.38482666015625,7.779339790344238,415.1785784934182,418.38482666015625,-0.7663394947499902
2021-09-15,51.83792495727539,401.2176208496094,7.779600143432617,403.2783284328689,401.2176208496094,0.5136134297630823
2021-09-16,51.8913459777832,399.0938415527344,7.781199932098389,403.77693779882065,399.0938415527344,1.173432350613579
2021-09-17,52.443389892578125,408.6508483886719,7.782820224761963,408.15747551103414,408.6508483886719,-0.12073213100697311
2021-09-20,50.466739654541016,401.9255065917969,7.781929969787598,392.7286337951409,401.9255065917969,-2.288203322710858
2021-09-21,51.731075286865234,398.20892333984375,7.78685998916626,402.8226403478384,398.20892333984375,1.1586171824826685
2021-09-22,52.42557907104492,398.20892333984375,7.786320209503174,408.2023458157837,398.20892333984375,2.5095928017191182
2021-09-23,53.24472427368164,409.8896789550781,7.785600185394287,414.5421351764435,409.8896789550781,1.135050834464968
2021-09-24,51.882442474365234,407.2349853515625,7.784969806671143,403.9032481592858,407.2349853515625,-0.8181362879224219
2021-09-27,53.72553634643555,411.1285705566406,7.785299777984619,418.26940619000925,411.1285705566406,1.7368862552413766
2021-09-28,52.53242492675781,415.7301025390625,7.782700061798096,408.84410672388185,415.7301025390625,-1.6563620900013176
2021-09-29,51.90915298461914,411.4825134277344,7.7829999923706055,404.00893728325536,411.4825134277344,-1.8162560742187028
2021-09-30,53.218017578125,408.296875,7.784890174865723,414.29642216977663,408.296875,1.469408055052246
2021-10-01,52.372154235839844,408.296875,7.786139965057373,407.7769231518214,408.296875,-0.12734651671743036
2021-10-04,51.49068069458008,404.4032897949219,7.785299777984619,400.8703849797912,404.4032897949219,-0.8736093163144831
2021-10-05,52.08723449707031,398.20892333984375,7.787399768829346,405.6241178814453,398.20892333984375,1.862136709395923
2021-10-06,51.739986419677734,395.02325439453125,7.78508996963501,402.80044930488475,395.02325439453125,1.968794197261614
2021-10-07,55.773406982421875,417.14599609375,7.786280155181885,434.2673719741142,417.14599609375,4.1044085381839235
2021-10-08,56.26311111450195,426.3490295410156,7.784860134124756,438.0004507371177,426.3490295410156,2.732836335676758
2021-10-11,55.4528694152832,438.9147033691406,7.784299850463867,431.6617630971814,438.9147033691406,-1.6524714748184843
2021-10-12,54.56248474121094,427.5878601074219,7.7786102294921875,424.4203019544948,427.5878601074219,-0.7407970264009189
2021-10-13,56.53913497924805,427.5878601074219,7.780980110168457,439.92988471965873,427.5878601074219,2.886430079922331
2021-10-14,55.96929168701172,427.5878601074219,7.778900146484375,435.37953130272217,427.5878601074219,1.822238637304352
2021-10-15,56.97542190551758,438.5607604980469,7.7793498039245605,443.2317372292073,438.5607604980469,1.0650694617219791
2021-10-18,57.04664993286133,439.79962158203125,7.77810001373291,443.7145486262052,439.79962158203125,0.8901615308561039
2021-10-19,58.38221740722656,441.5694274902344,7.7771501541137695,454.04727110611566,441.5694274902344,2.825794278105276
2021-10-20,58.14182662963867,450.8609924316406,7.7749199867248535,452.04804992746904,450.8609924316406,0.2632868036390068
2021-10-21,57.90140914916992,447.3213806152344,7.77370023727417,450.108198041411,447.3213806152344,0.6230011680514291
2021-10-22,57.5096435546875,450.8609924316406,7.775109767913818,447.14379135129275,450.8609924316406,-0.8244672177781021
2021-10-25,57.910308837890625,446.87890625,7.7725701332092285,450.1119368783111,446.87890625,0.7234690613260764
2021-10-26,55.89806365966797,444.2241516113281,7.774250030517578,434.56552311204723,444.2241516113281,-2.1742691081172216
2021-10-27,55.94257736206055,430.9505615234375,7.776000022888184,435.0094828478068,430.9505615234375,0.9418531234814287
2021-10-28,55.84463882446289,432.012451171875,7.778299808502197,434.3763434741941,432.012451171875,0.547181521251705
2021-10-29,54.12620544433594,425.6410827636719,7.7779998779296875,420.9936193388421,425.6410827636719,-1.0918737906251752
2021-11-01,55.141239166259766,415.5531005859375,7.7802300453186035,429.01152569743317,415.5531005859375,3.238677582364091
2021-11-02,51.918060302734375,410.59765625,7.7823100090026855,404.0424403419747,410.59765625,-1.5965059245330981
2021-11-03,53.965938568115234,415.0221862792969,7.781280040740967,419.9240806599282,415.0221862792969,1.181116225273926
2021-11-04,53.60087966918945,425.4640808105469,7.783199787139893,417.18635523174635,425.4640808105469,-1.9455756554185966
2021-11-05,52.167362213134766,413.6062927246094,7.7829999923706055,406.0185797068225,413.6062927246094,-1.8345255261478788
2021-11-08,53.24472427368164,410.420654296875,7.783740043640137,414.4430924416338,410.420654296875,0.9800769290351452
2021-11-09,53.289249420166016,410.59765625,7.788380146026611,415.0369321806811,410.59765625,1.0811742013398629
2021-11-10,55.06110382080078,427.94183349609375,7.789999961853027,428.92599666362366,427.94183349609375,0.22997591973883402
2021-11-11,55.613136291503906,422.63238525390625,7.790890216827393,433.2758394605662,422.63238525390625,2.518371657738827
2021-11-12,55.82682800292969,429.3576965332031,7.7916998863220215,434.9858894041463,429.3576965332031,1.3108401028762984
2021-11-15,55.63985061645508,435.1980895996094,7.791749954223633,433.5318034937736,435.1980895996094,-0.3828799219612322
2021-11-16,57.53635787963867,444.6666564941406,7.788859844207764,448.1426274706846,444.6666564941406,0.781702636296
2021-11-17,57.189109802246094,450.4185485839844,7.787300109863281,445.34876104601426,450.4185485839844,-1.1255725488900081
2021-11-18,55.559715270996094,439.6226501464844,7.788899898529053,432.74906063656454,439.6226501464844,-1.5635203299078304
2021-11-19,56.27201843261719,438.9147033691406,7.788909912109375,438.29768214421347,438.9147033691406,-0.1405788460014823
2021-11-22,54.83850860595703,437.4988708496094,7.790939807891846,427.2435197035702,437.4988708496094,-2.344086311839755
2021-11-23,53.654296875,425.81805419921875,7.79040002822876,417.98843588959426,425.81805419921875,-1.8387238944925999
2021-11-24,53.41389846801758,417.8539123535156,7.793700218200684,416.29191214513776,417.8539123535156,-0.3738149056879858
2021-11-25,53.41389846801758,422.8093566894531,7.798389911651611,416.54240695497174,422.8093566894531,-1.4822164257553005
2021-11-26,52.80843734741211,410.0666809082031,7.796299934387207,411.71041662671996,410.0666809082031,0.4008459587295343
2021-11-29,52.238590240478516,409.1817626953125,7.797920227050781,407.35235946884495,409.1817626953125,-0.4470881630738166
2021-11-30,52.042720794677734,406.5270690917969,7.799530029296875,405.9087636444019,406.5270690917969,-0.15209453303473008
2021-12-01,52.737205505371094,414.8451843261719,7.797399997711182,411.2130860868747,414.8451843261719,-0.8755310116945858
2021-12-02,53.164588928222656,419.0927734375,7.793489933013916,414.33768860492637,419.0927734375,-1.134613893141434
2021-12-03,50.53797149658203,409.3587341308594,7.7916998863220215,393.7767067648638,409.3587341308594,-3.8064480043595417
2021-12-06,52.042720794677734,396.2620849609375,7.795400142669678,405.693833107749,396.2620849609375,2.3801793067689703
2021-12-07,53.182395935058594,410.420654296875,7.801539897918701,414.90458375426897,410.420654296875,1.0925204203174887
2021-12-08,53.72553634643555,413.2523498535156,7.798500061035156,418.9785984768241,413.2523498535156,1.3856542195920474
2021-12-09,52.986515045166016,418.2078552246094,7.797800064086914,413.1782504149378,418.2078552246094,-1.2026567045160586
2021-12-10,52.924190521240234,410.0666809082031,7.796750068664551,412.63668608049556,410.0666809082031,0.6267286009681294
2021-12-13,52.51461410522461,412.89837646484375,7.79863977432251,409.54255829420254,412.89837646484375,-0.8127467585058334
2021-12-14,52.327632904052734,406.8810119628906,7.801499843597412,408.2340199167902,406.8810119628906,0.3325316036185466
2021-12-15,51.321502685546875,403.3413391113281,7.800899982452393,400.35390939911304,403.3413391113281,-0.7406703510225876
2021-12-16,50.56468200683594,400.50970458984375,7.802800178527832,394.5461097901425,400.50970458984375,-1.4890013229038934
2021-12-17,50.074974060058594,387.5899963378906,7.803249835968018,390.74753312025496,387.5899963378906,0.8146589984772579
2021-12-20,48.810630798339844,380.5107727050781,7.8021697998046875,380.8288295242237,380.5107727050781,0.0835868106662252
2021-12-21,51.58861541748047,390.0677490234375,7.800899982452393,402.4376291049666,390.0677490234375,3.1712132347516464
2021-12-22,50.71604537963867,392.01458740234375,7.801080226898193,395.6399387975707,392.01458740234375,0.9248001252326166
2021-12-23,53.654296875,408.6508483886719,7.799689769744873,418.4868704387918,408.6508483886719,2.406950111300099
2021-12-24,53.654296875,407.2349853515625,7.798500061035156,418.4230374544859,407.2349853515625,2.747320958503807
2021-12-27,52.870765686035156,407.2349853515625,7.799349784851074,412.35759497828985,407.2349853515625,1.2579001831841685
2021-12-28,50.86741256713867,398.5628662109375,7.798500061035156,396.6895200095314,398.5628662109375,-0.47002527335665567
2021-12-29,50.59139633178711,393.6073913574219,7.797999858856201,394.511701454614,393.6073913574219,0.22974926717547195
2021-12-30,52.71050262451172,392.3685302734375,7.7965497970581055,410.9600585399676,392.3685302734375,4.738282209731204
2021-12-31,51.90915298461914,404.226318359375,7.797560214996338,404.7647461070246,404.226318359375,0.13319957736421806
2022-01-03,51.85573196411133,401.5715637207031,7.795919895172119,404.2631324977283,401.5715637207031,0.670258808190205
2022-01-04,51.08110427856445,398.20892333984375,7.797699928283691,398.3151231696138,398.20892333984375,0.02666937467883379
2022-01-05,48.792823791503906,381.0416564941406,7.793499946594238,380.2668696132678,381.0416564941406,-0.20333390527467188
2022-01-06,50.146202087402344,386.705078125,7.795199871063232,390.89966804602955,386.705078125,1.08469998412426
2022-01-07,50.885215759277344,392.01458740234375,7.800620079040527,396.9362357781283,392.01458740234375,1.2554758251210885
2022-01-10,51.76669692993164,401.0406188964844,7.79817008972168,403.68550764268,401.0406188964844,0.6595064493650105
2022-01-11,54.04607391357422,407.0579833984375,7.795499801635742,421.3161584724585,407.0579833984375,3.5027381001061952
2022-01-12,55.702178955078125,425.4640808105469,7.796000003814697,434.254187346276,425.4640808105469,2.0660043778509385
2022-01-13,53.01323318481445,420.50860595703125,7.791790008544922,413.06798065009934,420.50860595703125,-1.769434727738295
2022-01-14,54.01935577392578,418.915771484375,7.7878899574279785,420.6967983384857,418.915771484375,0.42515154008162526
2022-01-17,54.01935577392578,412.01348876953125,7.784180164337158,420.496397705665,412.01348876953125,2.0588910721024645
2022-01-18,51.24136734008789,400.6866455078125,7.789899826049805,399.1651185291048,400.6866455078125,-0.3797298951102701
2022-01-19,52.50849914550781,403.3413391113281,7.792449951171875,409.1698516025208,403.3413391113281,1.445057058627941
2022-01-20,55.15216064453125,429.9632263183594,7.791319847106934,429.70812384056626,429.9632263183594,-0.05933123164449938
2022-01-21,54.386409759521484,432.8807373046875,7.786019802093506,423.4536633524058,432.8807373046875,-2.1777531638342174
2022-01-24,53.96707534790039,428.1398010253906,7.787059783935547,420.2448420982546,428.1398010253906,-1.8440142468015508
2022-01-25,54.787513732910156,425.5870361328125,7.786190032958984,426.58599335778854,425.5870361328125,0.23472454284634292
2022-01-26,54.176734924316406,431.78668212890625,7.785369873046875,421.7859198998194,431.78668212890625,-2.3161349441762513
2022-01-27,54.14027786254883,422.12249755859375,7.786489963531494,421.5627301995428,422.12249755859375,-0.13260780041065567
2022-01-28,53.87590789794922,419.38739013671875,7.789400100708008,419.661002406021,419.38739013671875,0.06524093850628354
2022-01-31,57.011837005615234,429.5985412597656,7.79355001449585,444.3246031215476,429.5985412597656,3.4278658904657755
2022-02-01,57.203269958496094,429.5985412597656,7.797289848327637,446.03047613852686,429.5985412597656,3.8249512744097824
2022-02-02,56.62895965576172,429.5985412597656,7.794139862060547,441.3740317999909,429.5985412597656,2.7410452804831564
2022-02-03,56.22785568237305,429.5985412597656,7.795499801635742,438.3242378183422,429.5985412597656,2.031128069706467
2022-02-04,56.3828239440918,436.70989990234375,7.7930498123168945,439.3941555554011,436.70989990234375,0.614654179732943
2022-02-07,55.56238555908203,435.7981872558594,7.787899971008301,432.714300884727,435.7981872558594,-0.7076409359458413
2022-02-08,56.11846923828125,428.5044860839844,7.791989803314209,437.2745400822896,428.5044860839844,2.0466656203422584
2022-02-09,57.40382385253906,440.1744384765625,7.793300151824951,447.36522914532543,440.1744384765625,1.6336229549471781
2022-02-10,55.90879440307617,441.6331481933594,7.791130065917969,435.592689023033,441.6331481933594,-1.367754933033627
2022-02-11,54.87868118286133,434.8864440917969,7.79656982421875,427.86546970321797,434.8864440917969,-1.6144385468811917
2022-02-14,54.823978424072266,430.3279113769531,7.800829887390137,427.67252943613494,430.3279113769531,-0.6170601233653539
2022-02-15,55.67177963256836,428.5044860839844,7.802599906921387,434.38462257922583,428.5044860839844,1.3722461925612217
2022-02-16,55.61708068847656,434.1571350097656,7.801259994506836,433.8833065862709,434.1571350097656,-0.06307127107068045
2022-02-17,55.27066421508789,436.70989990234375,7.799499988555908,431.08354491305545,436.70989990234375,-1.2883506855572713
2022-02-18,53.87590789794922,428.5044860839844,7.799099922180176,420.18358909428207,428.5044860839844,-1.9418459455921466
2022-02-21,53.87590789794922,406.0763854980469,7.799739837646484,420.2180651210074,406.0763854980469,3.4825171145118183
2022-02-22,51.35988235473633,405.52935791015625,7.800899982452393,400.65330535981957,405.52935791015625,-1.2023919983166653
2022-02-23,50.885841369628906,405.7117004394531,7.801599979400635,396.99097898108084,405.7117004394531,-2.1494872957635414
2022-02-24,50.66706085205078,390.0303039550781,7.805069923400879,395.45995276346366,390.0303039550781,1.3921094728605699
